team_1,team_2,team_1_rank,team_2_rank,venue,weeks_ago,result
RSA,IRE,6,5,Home,797,won
RSA,IRE,6,5,Home,796,won
RSA,WAL,6,8,Home,795,won
RSA,NZL,5,1,Away,791,lost
RSA,AUS,5,2,Away,790,lost
RSA,NZL,5,1,Home,788,won
RSA,AUS,5,2,Home,787,won
RSA,WAL,5,7,Away,776,won
RSA,IRE,5,6,Away,775,lost
RSA,ENG,5,3,Away,774,lost
RSA,SCO,5,9,Away,773,won
RSA,ARG,5,8,Away,772,won
RSA,URU,3,15,Neutral,745,won
RSA,FRA,3,4,Home,744,lost
RSA,FRA,3,4,Home,743,won
RSA,AUS,3,2,Away,741,lost
RSA,AUS,3,2,Home,739,won
RSA,AUS,3,2,Home,738,won
RSA,NZL,3,1,Home,737,won
RSA,AUS,3,2,Away,735,won
RSA,NZL,3,1,Away,734,lost
RSA,ARG,2,8,Away,724,won
RSA,WAL,2,5,Away,722,won
RSA,FRA,2,4,Away,721,lost
RSA,SCO,2,8,Home,693,won
RSA,SCO,2,8,Home,692,won
RSA,FRA,2,3,Home,691,lost
RSA,AUS,3,4,Away,688,lost
RSA,NZL,3,1,Away,687,lost
RSA,AUS,3,4,Away,685,lost
RSA,NZL,3,1,Home,682,lost
RSA,NZL,3,1,Home,681,won
RSA,AUS,3,4,Home,680,won
RSA,IRE,3,5,Away,671,lost
RSA,ENG,3,6,Away,670,lost
RSA,ENG,3,6,Away,669,won
RSA,ENG,5,6,Home,643,won
RSA,ENG,5,6,Home,642,won
RSA,SAM,5,11,Home,641,won
RSA,AUS,5,3,Home,640,won
RSA,NZL,5,1,Home,639,lost
RSA,AUS,3,4,Away,637,lost
RSA,NZL,3,1,Away,636,lost
RSA,NAM,3,25,Home,631,won
RSA,SCO,3,11,Away,630,won
RSA,SAM,3,10,Neutral,628,won
RSA,ENG,3,7,Neutral,627,won
RSA,TON,3,15,Neutral,626,won
RSA,USA,3,14,Neutral,625,won
RSA,FIJ,3,9,Neutral,624,won
RSA,ARG,3,4,Neutral,623,won
RSA,ENG,3,6,Neutral,622,won
RSA,WAL,3,10,Away,617,won
RSA,WAL,1,6,Home,589,won
RSA,WAL,1,6,Home,588,won
RSA,ITA,1,11,Home,587,won
RSA,NZL,1,2,Away,585,lost
RSA,NZL,1,2,Away,584,won
RSA,AUS,1,3,Away,583,lost
RSA,ARG,1,4,Home,580,won
RSA,NZL,1,2,Home,579,lost
RSA,AUS,1,3,Home,578,lost
RSA,AUS,1,3,Home,577,won
RSA,WAL,2,6,Away,567,won
RSA,SCO,2,9,Away,566,won
RSA,ENG,2,5,Away,565,won
RSA,NZL,2,1,Home,530,won
RSA,NZL,2,1,Home,529,won
RSA,AUS,2,3,Home,528,won
RSA,AUS,2,3,Away,525,won
RSA,AUS,2,3,Away,524,lost
RSA,NZL,2,1,Away,523,won
RSA,FRA,1,5,Away,514,lost
RSA,ITA,1,12,Away,513,won
RSA,IRE,1,4,Away,512,lost
RSA,WAL,2,8,Away,485,won
RSA,FRA,2,4,Home,484,won
RSA,ITA,2,11,Home,483,won
RSA,ITA,2,11,Neutral,482,won
RSA,NZL,2,1,Away,480,lost
RSA,NZL,2,1,Away,479,lost
RSA,AUS,2,3,Away,478,lost
RSA,NZL,2,1,Home,474,lost
RSA,AUS,2,3,Home,473,won
RSA,AUS,2,3,Home,472,lost
RSA,IRE,3,5,Away,463,won
RSA,WAL,3,9,Away,462,won
RSA,SCO,3,7,Away,461,lost
RSA,ENG,3,6,Away,460,won
RSA,AUS,3,2,Away,426,lost
RSA,NZL,3,1,Away,425,lost
RSA,AUS,3,2,Home,423,lost
RSA,NZL,3,1,Home,422,won
RSA,WAL,3,7,Neutral,419,won
RSA,FIJ,3,10,Neutral,418,won
RSA,NAM,3,20,Neutral,417,won
RSA,SAM,3,11,Neutral,416,won
RSA,AUS,2,3,Neutral,415,lost
RSA,ENG,3,4,Home,380,won
RSA,ENG,3,4,Home,379,won
RSA,ENG,3,4,Home,378,lost
RSA,ARG,3,8,Home,370,won
RSA,ARG,3,8,Away,369,lost
RSA,AUS,3,2,Away,367,lost
RSA,NZL,3,1,Away,366,lost
RSA,AUS,3,2,Home,364,won
RSA,NZL,2,1,Home,363,lost
RSA,IRE,2,7,Away,358,won
RSA,SCO,2,9,Away,357,won
RSA,ENG,2,4,Away,356,won
RSA,ITA,2,12,Home,328,won
RSA,SCO,2,10,Home,327,won
RSA,SAM,2,7,Home,326,won
RSA,ARG,2,10,Home,318,won
RSA,ARG,2,10,Away,317,won
RSA,AUS,2,3,Away,315,won
RSA,NZL,2,1,Away,314,lost
RSA,AUS,2,3,Home,312,won
RSA,NZL,2,1,Home,311,lost
RSA,WAL,2,6,Away,306,won
RSA,SCO,2,9,Away,305,won
RSA,FRA,2,5,Away,304,won
RSA,WAL,2,6,Home,275,won
RSA,WAL,2,6,Home,274,won
RSA,SCO,2,10,Home,273,won
RSA,ARG,2,12,Home,266,won
RSA,ARG,2,12,Away,265,won
RSA,AUS,2,3,Away,263,lost
RSA,NZL,2,1,Away,262,lost
RSA,AUS,2,3,Home,260,won
RSA,NZL,2,1,Home,259,won
RSA,IRE,2,5,Away,254,lost
RSA,ENG,2,4,Away,253,won
RSA,ITA,2,14,Away,252,won
RSA,WAL,2,6,Away,251,lost
RSA,AUS,2,6,Away,218,lost
RSA,NZL,2,1,Home,217,lost
RSA,ARG,2,8,Home,215,lost
RSA,ARG,2,8,Away,214,won
RSA,JPN,2,13,Neutral,209,lost
RSA,SAM,2,9,Neutral,208,won
RSA,SCO,5,9,Neutral,207,won
RSA,USA,5,16,Neutral,206,won
RSA,WAL,5,2,Neutral,205,won
RSA,NZL,5,1,Neutral,204,lost
RSA,ARG,5,8,Neutral,203,won
RSA,IRE,3,7,Home,171,lost
RSA,IRE,3,7,Home,170,won
RSA,IRE,3,7,Home,169,won
RSA,ARG,3,9,Home,161,won
RSA,ARG,3,9,Away,160,lost
RSA,AUS,3,4,Away,158,lost
RSA,NZL,3,1,Away,157,lost
RSA,AUS,4,3,Home,155,won
RSA,NZL,4,1,Home,154,lost
RSA,ENG,4,2,Away,149,lost
RSA,ITA,4,13,Away,148,lost
RSA,WAL,4,5,Away,147,lost
RSA,FRA,7,6,Home,119,won
RSA,FRA,7,6,Home,118,won
RSA,FRA,7,6,Home,117,won
RSA,ARG,5,9,Home,109,won
RSA,ARG,5,9,Away,108,won
RSA,AUS,5,4,Away,106,lost
RSA,NZL,5,1,Away,105,lost
RSA,AUS,5,4,Home,103,lost
RSA,NZL,3,1,Home,102,lost
RSA,IRE,3,4,Away,97,lost
RSA,FRA,3,8,Away,96,won
RSA,ITA,3,14,Away,95,won
RSA,WAL,3,7,Away,94,lost
RSA,WAL,6,7,Neutral,68,lost
RSA,ENG,6,3,Home,67,won
RSA,ENG,6,3,Home,66,won
RSA,ENG,6,3,Home,65,lost
RSA,ARG,6,10,Home,57,won
RSA,ARG,6,10,Away,56,lost
RSA,AUS,6,5,Away,54,lost
RSA,NZL,6,1,Away,53,won
RSA,AUS,6,5,Home,51,won
RSA,NZL,5,1,Home,50,lost
RSA,ENG,5,4,Away,46,lost
RSA,FRA,5,8,Away,45,won
RSA,SCO,5,6,Away,44,won
RSA,WAL,5,3,Away,43,lost
RSA,AUS,5,6,Home,9,won
RSA,NZL,5,1,Away,8,lost
RSA,ARG,5,10,Away,6,won
RSA,ARG,5,10,Home,5,won
RSA,JPN,5,11,Away,2,won
NAM,GEO,23,17,Neutral,641,lost
NAM,RSA,25,3,Away,631,lost
NAM,IRE,25,5,Neutral,628,lost
NAM,FRA,25,2,Away,627,lost
NAM,ARG,25,6,Neutral,626,lost
NAM,GEO,25,17,Neutral,625,lost
NAM,RUS,22,18,Home,504,lost
NAM,GEO,22,16,Neutral,483,won
NAM,GEO,22,14,Neutral,431,lost
NAM,FIJ,20,10,Neutral,419,lost
NAM,SAM,20,11,Neutral,418,lost
NAM,RSA,20,3,Neutral,417,lost
NAM,WAL,20,7,Neutral,416,lost
NAM,CAN,22,17,Neutral,254,lost
NAM,RUS,22,19,Home,219,won
NAM,RUS,22,19,Home,218,won
NAM,NZL,22,1,Neutral,208,lost
NAM,TON,22,12,Neutral,207,lost
NAM,GEO,20,15,Neutral,206,lost
NAM,ARG,20,8,Neutral,206,lost
NAM,RUS,19,20,Neutral,118,lost
NAM,URU,21,18,Home,96,lost
NAM,URU,21,18,Home,95,lost
NAM,RUS,22,19,Away,45,lost
NAM,URU,22,16,Away,15,won
NAM,RUS,22,20,Neutral,14,lost
USA,CAN,14,13,Neutral,799,lost
USA,RUS,14,22,Neutral,799,won
USA,CAN,14,13,Away,796,lost
USA,FRA,15,4,Home,794,lost
USA,IRE,15,6,Away,774,lost
USA,ITA,15,11,Away,773,lost
USA,CAN,16,13,Neutral,747,lost
USA,WAL,16,5,Home,746,lost
USA,CAN,16,13,Away,743,won
USA,CAN,15,14,Away,692,lost
USA,CAN,14,13,Away,684,lost
USA,URU,14,16,Away,677,won
USA,URU,15,16,Home,676,won
USA,CAN,14,13,Neutral,642,lost
USA,ENG,14,7,Neutral,628,lost
USA,TON,14,15,Neutral,627,lost
USA,SAM,14,10,Neutral,625,lost
USA,RSA,14,3,Neutral,625,lost
USA,CAN,19,15,Home,587,lost
USA,URU,20,19,Home,567,won
USA,JPN,20,16,Away,566,lost
USA,JPN,20,16,Away,565,lost
USA,IRE,19,4,Home,538,lost
USA,WAL,19,7,Home,537,lost
USA,GEO,19,13,Home,535,won
USA,CAN,18,13,Home,533,won
USA,CAN,18,13,Away,532,lost
USA,URU,18,21,Away,514,won
USA,URU,18,21,Home,513,won
USA,RUS,17,19,Home,485,won
USA,GEO,15,17,Away,460,lost
USA,TON,16,17,Neutral,432,lost
USA,RUS,16,19,Neutral,431,won
USA,CAN,17,15,Away,424,lost
USA,CAN,17,15,Home,423,lost
USA,JPN,17,13,Away,422,lost
USA,IRE,17,4,Neutral,419,lost
USA,RUS,17,19,Neutral,418,won
USA,AUS,17,2,Neutral,417,lost
USA,ITA,17,12,Neutral,416,lost
USA,CAN,17,13,Away,380,lost
USA,GEO,17,15,Home,379,won
USA,ITA,17,11,Home,378,lost
USA,RUS,17,19,Neutral,358,won
USA,TON,17,12,Neutral,357,lost
USA,CAN,16,14,Away,330,lost
USA,IRE,16,9,Home,328,lost
USA,TON,16,11,Home,327,lost
USA,FIJ,16,13,Neutral,326,lost
USA,JPN,16,15,Away,326,lost
USA,CAN,18,15,Home,318,lost
USA,CAN,18,15,Away,317,lost
USA,GEO,18,16,Away,305,won
USA,RUS,18,19,Neutral,304,won
USA,URU,18,20,Away,287,lost
USA,URU,18,20,Home,286,won
USA,SCO,18,10,Home,276,lost
USA,JPN,18,13,Home,275,lost
USA,CAN,18,15,Home,274,won
USA,NZL,18,1,Home,255,lost
USA,TON,18,13,Neutral,253,lost
USA,FIJ,18,11,Neutral,252,lost
USA,SAM,16,9,Home,218,lost
USA,JPN,16,13,Home,217,won
USA,TON,16,12,Neutral,216,lost
USA,CAN,16,17,Away,215,won
USA,CAN,16,17,Away,213,won
USA,AUS,16,6,Home,211,lost
USA,SAM,16,9,Neutral,209,lost
USA,SCO,16,10,Neutral,208,lost
USA,RSA,16,5,Neutral,206,lost
USA,JPN,16,12,Neutral,206,lost
USA,CAN,16,19,Home,188,won
USA,URU,16,20,Away,185,lost
USA,ITA,17,14,Home,170,lost
USA,RUS,17,19,Home,169,won
USA,TON,17,15,Neutral,148,lost
USA,URU,17,21,Home,137,won
USA,CAN,17,18,Away,135,won
USA,IRE,17,4,Home,119,lost
USA,GEO,17,12,Home,118,lost
USA,CAN,17,22,Away,117,lost
USA,CAN,17,23,Home,116,won
USA,GEO,17,12,Away,95,lost
USA,CAN,17,21,Home,84,won
USA,URU,17,18,Away,81,won
USA,RUS,15,19,Home,67,won
USA,SCO,15,5,Home,66,won
USA,CAN,15,21,Away,65,won
USA,SAM,15,16,Neutral,45,won
USA,IRE,15,2,Away,43,lost
USA,URU,12,17,Home,29,lost
USA,CAN,12,20,Home,28,won
USA,CAN,15,21,Home,8,won
USA,SAM,15,16,Neutral,7,won
USA,JPN,15,11,Neutral,6,lost
USA,CAN,15,21,Away,2,won
CAN,USA,13,14,Neutral,799,won
CAN,JPN,13,20,Away,799,lost
CAN,USA,13,14,Home,796,won
CAN,FRA,13,4,Home,793,lost
CAN,ITA,13,11,Away,776,lost
CAN,ENG,13,3,Away,775,lost
CAN,USA,13,16,Neutral,747,won
CAN,JPN,13,18,Away,747,won
CAN,WAL,13,5,Home,745,lost
CAN,USA,13,16,Home,743,lost
CAN,ARG,13,8,Home,742,won
CAN,FRA,13,4,Away,723,lost
CAN,USA,14,15,Home,692,won
CAN,USA,13,14,Home,684,won
CAN,WAL,13,9,Away,670,lost
CAN,ITA,13,12,Away,669,lost
CAN,USA,13,14,Neutral,642,won
CAN,NZL,13,1,Away,640,lost
CAN,WAL,12,8,Neutral,628,lost
CAN,FIJ,12,13,Neutral,627,lost
CAN,JPN,12,18,Neutral,625,lost
CAN,AUS,12,4,Neutral,625,lost
CAN,USA,15,19,Away,587,won
CAN,IRE,15,8,Away,567,lost
CAN,WAL,15,6,Away,566,lost
CAN,SCO,15,9,Away,565,lost
CAN,IRE,15,4,Home,539,lost
CAN,WAL,15,7,Home,538,lost
CAN,GEO,15,13,Neutral,537,won
CAN,USA,13,18,Away,533,lost
CAN,USA,13,18,Home,532,won
CAN,JPN,13,14,Away,514,lost
CAN,JPN,13,14,Away,513,lost
CAN,RUS,13,16,Home,512,won
CAN,URU,14,21,Neutral,485,won
CAN,GEO,14,17,Away,461,lost
CAN,RUS,15,19,Neutral,432,won
CAN,USA,15,17,Home,424,won
CAN,USA,15,17,Away,423,won
CAN,FRA,15,6,Neutral,418,lost
CAN,JPN,15,13,Neutral,416,lost
CAN,NZL,12,1,Away,416,lost
CAN,USA,13,17,Home,380,won
CAN,ITA,13,11,Home,379,lost
CAN,GEO,13,15,Home,378,won
CAN,SAM,13,10,Neutral,358,lost
CAN,RUS,13,19,Neutral,357,won
CAN,USA,14,16,Home,330,won
CAN,FIJ,14,13,Home,328,won
CAN,TON,14,11,Home,328,won
CAN,IRE,14,9,Home,327,lost
CAN,JPN,14,15,Away,326,lost
CAN,USA,15,18,Away,318,won
CAN,USA,15,18,Home,317,won
CAN,GEO,14,16,Away,306,lost
CAN,JPN,15,13,Home,276,lost
CAN,SCO,15,10,Home,275,lost
CAN,USA,15,18,Away,274,lost
CAN,NAM,17,22,Neutral,254,won
CAN,SAM,17,9,Neutral,253,lost
CAN,JPN,17,13,Neutral,218,lost
CAN,TON,17,12,Home,217,lost
CAN,SAM,17,9,Home,216,lost
CAN,USA,17,16,Home,215,lost
CAN,USA,17,16,Home,213,lost
CAN,GEO,17,14,Neutral,211,won
CAN,FIJ,17,11,Neutral,211,lost
CAN,IRE,17,3,Neutral,209,lost
CAN,ITA,17,15,Neutral,208,lost
CAN,FRA,18,7,Neutral,207,lost
CAN,URU,19,20,Home,189,won
CAN,USA,19,16,Away,188,lost
CAN,JPN,18,10,Home,171,lost
CAN,RUS,18,19,Home,170,won
CAN,ITA,18,14,Home,169,lost
CAN,IRE,18,6,Away,149,lost
CAN,SAM,18,14,Neutral,147,lost
CAN,USA,18,17,Home,135,lost
CAN,URU,18,21,Away,134,lost
CAN,GEO,22,12,Home,119,lost
CAN,USA,22,17,Home,117,lost
CAN,USA,23,17,Away,116,lost
CAN,GEO,24,12,Away,97,lost
CAN,FIJ,24,9,Neutral,95,lost
CAN,URU,21,18,Home,86,lost
CAN,URU,21,18,Away,85,lost
CAN,USA,21,17,Away,84,lost
CAN,SCO,21,5,Home,67,lost
CAN,RUS,21,19,Home,66,lost
CAN,USA,21,15,Home,65,lost
CAN,URU,20,17,Away,33,lost
CAN,USA,20,12,Away,28,lost
CAN,USA,21,15,Away,8,lost
CAN,FIJ,21,9,Away,7,lost
CAN,TON,21,13,Neutral,6,lost
CAN,USA,21,15,Home,2,lost
JPN,RUS,20,22,Home,799,won
JPN,CAN,20,13,Home,799,won
JPN,ITA,18,11,Home,794,lost
JPN,SCO,18,9,Neutral,775,lost
JPN,WAL,18,7,Away,773,lost
JPN,URU,18,15,Away,753,lost
JPN,ARG,18,8,Away,752,lost
JPN,CAN,18,13,Home,747,lost
JPN,IRE,18,7,Home,745,lost
JPN,IRE,18,7,Home,744,lost
JPN,GEO,17,18,Home,697,won
JPN,TON,17,20,Home,694,lost
JPN,ITA,17,12,Home,693,lost
JPN,SAM,17,10,Neutral,692,lost
JPN,FIJ,20,11,Home,690,lost
JPN,FIJ,18,12,Away,643,lost
JPN,SAM,18,11,Home,640,lost
JPN,ITA,18,9,Away,631,lost
JPN,AUS,18,4,Neutral,628,lost
JPN,FIJ,18,13,Neutral,627,lost
JPN,WAL,18,8,Away,626,lost
JPN,CAN,18,12,Neutral,625,lost
JPN,TON,18,13,Home,588,won
JPN,FIJ,18,9,Home,587,lost
JPN,SAM,16,12,Away,585,lost
JPN,USA,16,20,Home,566,won
JPN,USA,16,20,Home,565,won
JPN,SAM,16,11,Neutral,535,lost
JPN,TON,16,14,Neutral,534,won
JPN,FIJ,14,9,Away,533,lost
JPN,CAN,14,13,Home,514,won
JPN,CAN,14,13,Home,513,won
JPN,FIJ,13,10,Away,484,lost
JPN,SAM,13,12,Away,483,won
JPN,TON,13,15,Neutral,482,won
JPN,SAM,13,12,Home,464,lost
JPN,RUS,13,18,Home,463,won
JPN,SAM,13,11,Home,429,lost
JPN,TON,13,16,Neutral,428,won
JPN,FIJ,13,10,Away,427,won
JPN,ITA,13,12,Away,423,lost
JPN,USA,13,17,Home,422,won
JPN,FRA,13,6,Neutral,419,lost
JPN,NZL,13,1,Away,418,lost
JPN,CAN,13,15,Neutral,416,lost
JPN,FIJ,14,16,Home,380,lost
JPN,TON,14,9,Home,380,lost
JPN,SAM,14,10,Home,379,lost
JPN,GEO,16,15,Away,357,won
JPN,FIJ,15,13,Away,329,lost
JPN,WAL,15,5,Home,328,lost
JPN,WAL,15,5,Home,327,won
JPN,CAN,15,14,Home,326,won
JPN,USA,15,16,Home,326,won
JPN,NZL,15,1,Home,307,lost
JPN,SCO,15,9,Away,306,lost
JPN,RUS,15,19,Neutral,305,won
JPN,SAM,13,8,Home,277,won
JPN,CAN,13,15,Away,276,won
JPN,USA,13,18,Away,275,won
JPN,ITA,13,14,Home,274,won
JPN,GEO,10,15,Away,252,lost
JPN,CAN,13,17,Neutral,218,won
JPN,USA,13,16,Away,217,lost
JPN,FIJ,13,11,Neutral,216,lost
JPN,TON,13,12,Neutral,215,lost
JPN,URU,13,21,Home,213,won
JPN,URU,13,21,Home,212,won
JPN,GEO,13,14,Neutral,211,won
JPN,RSA,13,2,Neutral,209,won
JPN,SCO,13,10,Neutral,208,lost
JPN,SAM,12,11,Neutral,207,won
JPN,USA,12,16,Neutral,206,won
JPN,CAN,10,18,Away,171,won
JPN,SCO,10,9,Home,170,lost
JPN,SCO,10,9,Home,169,lost
JPN,ARG,12,7,Home,150,lost
JPN,GEO,12,11,Away,149,won
JPN,WAL,12,5,Away,148,lost
JPN,FIJ,12,10,Neutral,147,lost
JPN,IRE,11,4,Home,118,lost
JPN,IRE,11,4,Home,117,lost
JPN,AUS,11,5,Home,98,lost
JPN,TON,11,13,Neutral,96,won
JPN,FRA,11,8,Away,95,lost
JPN,ITA,11,14,Home,67,won
JPN,ITA,11,14,Home,66,lost
JPN,GEO,11,12,Home,65,won
JPN,NZL,11,1,Home,46,lost
JPN,ENG,11,4,Away,44,lost
JPN,RUS,11,19,Neutral,43,won
JPN,FIJ,11,9,Home,8,won
JPN,TON,11,13,Home,7,won
JPN,USA,11,15,Neutral,6,won
JPN,RSA,11,5,Home,2,lost
ENG,ITA,1,11,Away,814,won
ENG,SCO,1,9,Away,813,won
ENG,IRE,1,6,Home,811,lost
ENG,WAL,1,8,Home,809,won
ENG,FRA,1,4,Away,808,lost
ENG,NZL,1,2,Away,797,lost
ENG,NZL,1,2,Away,796,lost
ENG,AUS,1,3,Away,795,lost
ENG,CAN,3,13,Home,775,won
ENG,RSA,3,5,Home,774,won
ENG,AUS,3,2,Home,773,lost
ENG,WAL,3,8,Away,763,lost
ENG,FRA,3,5,Home,762,lost
ENG,IRE,3,6,Away,760,lost
ENG,ITA,3,11,Home,758,won
ENG,SCO,3,9,Home,757,won
ENG,AUS,6,3,Home,723,won
ENG,NZL,6,1,Home,722,lost
ENG,SAM,6,12,Home,721,won
ENG,WAL,5,6,Home,711,won
ENG,ITA,5,12,Away,710,won
ENG,SCO,5,10,Away,708,lost
ENG,FRA,5,3,Away,706,lost
ENG,IRE,5,7,Home,705,lost
ENG,AUS,6,4,Away,693,lost
ENG,AUS,6,4,Away,692,lost
ENG,NZL,6,1,Home,672,lost
ENG,ARG,6,8,Home,671,lost
ENG,RSA,6,3,Home,670,won
ENG,RSA,6,3,Home,669,lost
ENG,SCO,7,9,Home,659,won
ENG,ITA,7,12,Home,658,won
ENG,IRE,7,5,Away,656,lost
ENG,FRA,7,2,Home,654,won
ENG,WAL,7,8,Away,653,lost
ENG,RSA,6,5,Away,643,lost
ENG,RSA,6,5,Away,642,lost
ENG,WAL,7,8,Home,633,won
ENG,FRA,7,2,Home,632,lost
ENG,FRA,7,2,Away,631,lost
ENG,USA,7,14,Neutral,628,won
ENG,RSA,7,3,Neutral,627,lost
ENG,SAM,7,10,Neutral,626,won
ENG,TON,7,15,Neutral,625,won
ENG,AUS,6,2,Neutral,624,won
ENG,FRA,6,5,Away,623,won
ENG,RSA,6,3,Neutral,622,lost
ENG,WAL,4,10,Home,607,lost
ENG,ITA,4,11,Away,606,won
ENG,FRA,4,6,Away,604,won
ENG,SCO,4,8,Away,602,lost
ENG,IRE,4,7,Home,601,won
ENG,NZL,5,2,Away,588,lost
ENG,NZL,5,2,Away,587,lost
ENG,AUS,5,3,Home,566,lost
ENG,RSA,5,2,Home,565,lost
ENG,NZL,5,1,Home,564,lost
ENG,ITA,6,11,Home,554,won
ENG,WAL,6,5,Away,553,lost
ENG,IRE,6,8,Away,551,lost
ENG,FRA,6,7,Home,549,won
ENG,SCO,6,9,Home,548,won
ENG,ARG,6,5,Home,537,won
ENG,ARG,6,5,Away,536,lost
ENG,AUS,7,3,Home,515,lost
ENG,ARG,7,6,Home,514,won
ENG,NZL,7,2,Home,513,lost
ENG,WAL,6,8,Home,502,won
ENG,ITA,6,11,Away,501,won
ENG,IRE,6,4,Home,499,lost
ENG,SCO,6,9,Away,497,lost
ENG,FRA,6,5,Away,496,lost
ENG,AUS,7,3,Away,484,lost
ENG,AUS,7,3,Away,483,won
ENG,NZL,6,1,Home,463,lost
ENG,AUS,6,2,Home,462,won
ENG,SAM,6,12,Home,461,won
ENG,RSA,6,3,Home,460,lost
ENG,WAL,4,9,Away,450,won
ENG,ITA,4,12,Home,449,won
ENG,FRA,4,6,Home,447,won
ENG,SCO,4,7,Home,445,won
ENG,IRE,4,5,Away,444,lost
ENG,WAL,5,7,Home,424,won
ENG,WAL,5,7,Away,423,lost
ENG,IRE,5,4,Away,421,won
ENG,ARG,5,8,Neutral,419,won
ENG,GEO,5,14,Neutral,418,won
ENG,SCO,4,9,Neutral,416,won
ENG,FRA,4,5,Neutral,415,lost
ENG,SCO,5,10,Away,398,won
ENG,ITA,5,12,Away,397,won
ENG,WAL,5,8,Home,395,lost
ENG,FRA,5,3,Away,393,won
ENG,IRE,5,6,Home,392,won
ENG,RSA,4,3,Away,380,lost
ENG,RSA,4,3,Away,379,lost
ENG,RSA,4,3,Away,378,lost
ENG,FIJ,4,14,Home,358,won
ENG,AUS,4,3,Home,357,lost
ENG,RSA,4,2,Home,356,lost
ENG,NZL,4,1,Home,355,won
ENG,SCO,5,12,Home,346,won
ENG,IRE,5,6,Away,345,won
ENG,FRA,5,4,Home,343,won
ENG,ITA,5,10,Home,341,won
ENG,WAL,5,9,Away,340,lost
ENG,ARG,4,8,Away,328,won
ENG,ARG,4,8,Away,327,won
ENG,AUS,3,4,Home,307,won
ENG,ARG,3,10,Home,306,won
ENG,NZL,3,1,Home,305,lost
ENG,FRA,4,5,Away,294,lost
ENG,SCO,4,9,Away,293,won
ENG,IRE,4,7,Home,291,won
ENG,WAL,4,6,Home,289,won
ENG,ITA,4,13,Away,288,won
