team_1,team_2,cup_match,late_stage,weeks_ago,result
RSA,NZL,0,0,1000,lost
RSA,AUS,0,0,999,lost
AUS,NZL,0,0,998,won
NZL,RSA,0,0,996,lost
AUS,RSA,0,0,995,won
USA,SCO,0,0,985,lost
AUS,FRA,0,0,985,won
NZL,FRA,0,0,984,won
JPN,IRE,0,0,984,lost
AUS,SCO,0,0,984,won
SAM,WAL,0,0,984,lost
CAN,ITA,0,0,984,won
RSA,ARG,0,0,984,won
AUS,ENG,0,0,983,lost
SAM,SCO,0,0,983,lost
USA,WAL,0,0,983,lost
NZL,FRA,0,0,983,lost
ROM,ITA,0,0,983,lost
RSA,IRE,0,0,983,won
NZL,ITA,0,0,982,won
ARG,ENG,0,0,982,lost
RSA,WAL,0,0,982,won
RSA,ENG,0,0,981,lost
IRE,ITA,0,0,972,won
ENG,WAL,0,0,972,won
SCO,FRA,0,0,972,lost
FRA,IRE,0,0,970,lost
WAL,SCO,0,0,970,lost
ITA,ENG,0,0,970,lost
SCO,ENG,0,0,968,lost
FRA,ITA,0,0,968,won
ITA,SCO,0,0,966,lost
WAL,FRA,0,0,966,won
FRA,ENG,0,0,963,lost
WAL,ITA,0,0,963,won
URU,ARG,0,0,957,lost
USA,ARG,0,0,956,lost
ENG,CAN,0,0,955,won
IRE,ROM,0,0,955,won
TON,SAM,0,0,955,lost
ENG,CAN,0,0,954,won
WAL,JPN,0,0,954,won
FRA,RSA,0,0,953,won
SAM,NZL,0,0,953,lost
ENG,USA,0,0,953,won
WAL,JPN,0,0,953,won
FRA,RSA,0,0,952,lost
ARG,NZL,0,0,952,lost
SAM,TON,0,0,951,won
FRA,NZL,0,0,951,lost
ITA,RSA,0,0,951,lost
LIO,AUS,0,0,951,won
ITA,URU,0,0,950,won
LIO,AUS,0,0,950,lost
ITA,ARG,0,0,949,lost
LIO,AUS,0,0,949,lost
NZL,RSA,0,0,948,won
AUS,RSA,0,0,947,lost
AUS,NZL,0,0,945,won
RSA,AUS,0,0,944,lost
RSA,NZL,0,0,943,lost
NZL,AUS,0,0,942,lost
ROM,WAL,0,0,939,lost
IRE,SCO,0,0,939,lost
IRE,WAL,0,0,936,won
ENG,IRE,0,0,935,lost
AUS,SPA,0,0,933,won
AUS,ENG,0,0,932,lost
FIJ,ITA,0,0,932,lost
TON,SCO,0,0,932,lost
ARG,WAL,0,0,932,won
RSA,FRA,0,0,932,lost
SAM,IRE,0,0,932,lost
RSA,ITA,0,0,931,won
NZL,IRE,0,0,931,won
TON,WAL,0,0,931,lost
ROM,ENG,0,0,931,lost
AUS,FRA,0,0,931,lost
ARG,SCO,0,0,931,won
NZL,SCO,0,0,930,won
RSA,ENG,0,0,930,lost
FIJ,FRA,0,0,930,lost
SAM,ITA,0,0,930,won
AUS,WAL,0,0,930,won
NZL,ARG,0,0,929,won
RSA,USA,0,0,929,won
ENG,SCO,0,0,920,won
ITA,FRA,0,0,920,lost
WAL,IRE,0,0,920,lost
SCO,ITA,0,0,918,won
FRA,WAL,0,0,918,won
IRE,ENG,0,0,918,lost
SCO,IRE,0,0,916,lost
ITA,WAL,0,0,916,lost
ENG,FRA,0,0,916,lost
ITA,IRE,0,0,913,lost
FRA,SCO,0,0,913,won
WAL,ENG,0,0,913,lost
SCO,WAL,0,0,911,won
IRE,FRA,0,0,911,lost
ENG,ITA,0,0,911,won
ITA,NZL,0,0,902,lost
WAL,RSA,0,0,902,lost
IRE,NZL,0,0,901,lost
FRA,ARG,0,0,901,lost
WAL,RSA,0,0,901,lost
SCO,CAN,0,0,901,lost
SAM,TON,0,0,901,won
ENG,ARG,0,0,900,won
IRE,NZL,0,0,900,lost
FRA,AUS,0,0,900,lost
SCO,USA,0,0,900,won
TON,SAM,0,0,899,lost
FRA,AUS,0,0,899,lost
ARG,RSA,0,0,899,lost
FIJ,NZL,0,0,899,lost
SAM,RSA,0,0,898,lost
AUS,NZL,0,0,897,lost
RSA,NZL,0,0,896,lost
RSA,AUS,0,0,895,lost
NZL,AUS,0,0,894,lost
NZL,RSA,0,0,893,won
AUS,RSA,0,0,892,lost
ROM,IRE,0,0,889,lost
IRE,RUS,0,0,887,won
ITA,SPA,0,0,887,won
GEO,IRE,0,0,886,lost
ROM,ITA,0,0,886,lost
ROM,WAL,0,0,881,lost
AUS,ARG,0,0,881,won
AUS,IRE,0,0,880,lost
ROM,SCO,0,0,880,lost
FIJ,WAL,0,0,880,lost
NZL,ENG,0,0,880,lost
RSA,FRA,0,0,880,lost
NZL,FRA,0,0,879,lost
AUS,ENG,0,0,879,lost
ARG,ITA,0,0,879,won
RSA,SCO,0,0,879,lost
CAN,WAL,0,0,879,lost
FIJ,IRE,0,0,879,lost
AUS,ITA,0,0,878,won
ARG,IRE,0,0,878,lost
NZL,WAL,0,0,878,won
RSA,ENG,0,0,878,lost
CAN,FRA,0,0,878,lost
FIJ,SCO,0,0,878,lost
WAL,ITA,0,0,866,lost
FRA,ENG,0,0,866,lost
IRE,SCO,0,0,866,won
IRE,ITA,0,0,865,won
ENG,WAL,0,0,865,won
SCO,FRA,0,0,865,lost
FRA,IRE,0,0,863,lost
WAL,SCO,0,0,863,lost
ITA,ENG,0,0,863,lost
SCO,ENG,0,0,861,lost
IRE,WAL,0,0,861,won
FRA,ITA,0,0,861,won
ITA,SCO,0,0,860,lost
WAL,FRA,0,0,860,lost
ENG,IRE,0,0,860,won
SCO,RSA,0,0,850,lost
IRE,AUS,0,0,850,lost
FRA,ARG,0,0,849,lost
SCO,RSA,0,0,849,lost
WAL,AUS,0,0,849,lost
ENG,NZL,0,0,849,won
IRE,TON,0,0,849,won
FRA,ARG,0,0,848,lost
IRE,SAM,0,0,848,won
ENG,AUS,0,0,848,won
WAL,NZL,0,0,848,lost
FRA,NZL,0,0,847,lost
ARG,RSA,0,0,847,lost
AUS,RSA,0,0,845,lost
NZL,RSA,0,0,844,won
NZL,AUS,0,0,843,won
RSA,AUS,0,0,842,lost
RSA,NZL,0,0,841,lost
WAL,IRE,0,0,840,lost
AUS,NZL,0,0,840,lost
FIJ,ARG,0,0,839,lost
ROM,FRA,0,0,839,lost
ITA,SCO,0,0,839,lost
ENG,WAL,0,0,839,won
ROM,WAL,0,0,838,lost
ITA,IRE,0,0,838,lost
SCO,WAL,0,0,838,lost
ENG,FRA,0,0,838,lost
IRE,SCO,0,0,837,won
FRA,ENG,0,0,837,lost
GEO,ITA,0,0,837,lost
ARG,AUS,1,0,832,lost
URU,RSA,1,0,832,lost
ITA,NZL,1,0,832,lost
ROM,IRE,1,0,832,lost
FIJ,FRA,1,0,832,lost
JPN,SCO,1,0,832,lost
GEO,ENG,1,0,832,lost
CAN,WAL,1,0,832,lost
NAM,ARG,1,0,831,lost
TON,ITA,1,0,831,lost
USA,FIJ,1,0,831,lost
URU,SAM,1,0,831,lost
CAN,NZL,1,0,831,lost
ROM,AUS,1,0,831,lost
JPN,FRA,1,0,831,lost
RSA,ENG,1,0,831,lost
NAM,IRE,1,0,831,lost
TON,WAL,1,0,831,lost
SAM,GEO,1,0,831,won
USA,SCO,1,0,830,lost
CAN,ITA,1,0,830,lost
ROM,ARG,1,0,830,lost
JPN,FIJ,1,0,830,lost
GEO,RSA,1,0,830,lost
TON,NZL,1,0,830,lost
NAM,AUS,1,0,830,lost
SCO,FRA,1,0,830,lost
ITA,WAL,1,0,830,lost
SAM,ENG,1,0,830,lost
ARG,IRE,1,0,830,lost
JPN,USA,1,0,829,lost
URU,GEO,1,0,829,won
TON,CAN,1,0,829,lost
ROM,NAM,1,0,829,won
USA,FRA,1,0,829,lost
IRE,AUS,1,0,829,lost
FIJ,SCO,1,0,829,lost
SAM,RSA,1,0,829,lost
WAL,NZL,1,0,829,lost
URU,ENG,1,0,829,lost
SCO,AUS,1,1,828,lost
RSA,NZL,1,1,828,lost
IRE,FRA,1,1,828,lost
WAL,ENG,1,1,828,lost
NZL,AUS,1,0,827,lost
FRA,ENG,1,0,827,lost
FRA,NZL,1,0,826,lost
ENG,AUS,1,1,826,won
SCO,WAL,0,0,814,lost
IRE,FRA,0,0,814,lost
ENG,ITA,0,0,814,won
ENG,SCO,0,0,813,won
ITA,FRA,0,0,813,lost
WAL,IRE,0,0,813,lost
SCO,ITA,0,0,811,lost
IRE,ENG,0,0,811,won
FRA,WAL,0,0,811,won
ITA,IRE,0,0,809,lost
WAL,ENG,0,0,809,lost
FRA,SCO,0,0,809,won
SCO,IRE,0,0,808,lost
ITA,WAL,0,0,808,lost
ENG,FRA,0,0,808,lost
TON,SAM,0,0,799,lost
SAM,SCO,0,0,798,lost
ENG,NZL,0,0,797,lost
WAL,ARG,0,0,797,lost
IRE,RSA,0,0,797,lost
SCO,AUS,0,0,797,lost
WAL,ARG,0,0,796,won
IRE,RSA,0,0,796,lost
SCO,AUS,0,0,796,lost
ENG,NZL,0,0,796,lost
ENG,AUS,0,0,795,lost
WAL,RSA,0,0,795,lost
ARG,NZL,0,0,795,lost
ITA,ROM,0,0,795,lost
PAC,AUS,0,0,794,lost
FRA,USA,0,0,794,won
ITA,JPN,0,0,794,won
FRA,CAN,0,0,793,won
PAC,NZL,0,0,793,lost
AUS,NZL,0,0,792,lost
PAC,RSA,0,0,792,lost
RSA,NZL,0,0,791,lost
RSA,AUS,0,0,790,lost
NZL,AUS,0,0,789,lost
NZL,RSA,0,0,788,lost
AUS,RSA,0,0,787,lost
AUS,SCO,0,0,776,won
RSA,WAL,0,0,776,won
CAN,ITA,0,0,776,lost
ROM,WAL,0,0,775,lost
NZL,ITA,0,0,775,won
RSA,IRE,0,0,775,lost
JPN,SCO,0,0,775,lost
CAN,ENG,0,0,775,lost
AUS,FRA,0,0,775,lost
USA,IRE,0,0,774,lost
AUS,SCO,0,0,774,won
NZL,WAL,0,0,774,won
RSA,ENG,0,0,774,lost
ARG,FRA,0,0,774,won
JPN,WAL,0,0,773,lost
AUS,ENG,0,0,773,won
ARG,IRE,0,0,773,lost
RSA,SCO,0,0,773,won
USA,ITA,0,0,773,lost
NZL,FRA,0,0,773,won
RSA,ARG,0,0,772,won
SCO,FRA,0,0,763,lost
ENG,WAL,0,0,763,lost
IRE,ITA,0,0,763,won
WAL,ITA,0,0,762,won
IRE,SCO,0,0,762,won
FRA,ENG,0,0,762,won
ITA,SCO,0,0,760,lost
WAL,FRA,0,0,760,won
ENG,IRE,0,0,760,lost
FRA,IRE,0,0,758,won
ITA,ENG,0,0,758,lost
WAL,SCO,0,0,758,won
FRA,ITA,0,0,757,won
IRE,WAL,0,0,757,lost
SCO,ENG,0,0,757,lost
JPN,ARG,0,0,752,lost
ARG,LIO,0,0,747,lost
WAL,USA,0,0,746,won
SCO,ROM,0,0,746,won
FIJ,NZL,0,0,745,lost
URU,RSA,0,0,745,lost
SAM,AUS,0,0,745,lost
WAL,CAN,0,0,745,won
ITA,ARG,0,0,745,lost
IRE,JPN,0,0,745,won
ITA,ARG,0,0,744,won
FRA,RSA,0,0,744,lost
IRE,JPN,0,0,744,won
FRA,RSA,0,0,743,lost
ITA,AUS,0,0,743,lost
LIO,NZL,0,0,743,lost
ARG,CAN,0,0,742,lost
LIO,NZL,0,0,742,lost
FRA,AUS,0,0,742,lost
LIO,NZL,0,0,741,lost
RSA,AUS,0,0,741,lost
AUS,RSA,0,0,739,lost
AUS,RSA,0,0,738,lost
NZL,RSA,0,0,737,lost
NZL,AUS,0,0,736,won
RSA,AUS,0,0,735,won
RSA,NZL,0,0,734,lost
AUS,NZL,0,0,733,lost
NZL,WAL,0,0,724,won
RSA,ARG,0,0,724,won
AUS,FRA,0,0,724,lost
FIJ,WAL,0,0,723,lost
NZL,IRE,0,0,723,won
AUS,ENG,0,0,723,lost
TON,ITA,0,0,723,lost
CAN,FRA,0,0,723,lost
ARG,SCO,0,0,723,won
FIJ,POR,0,0,722,won
CAN,ROM,0,0,722,lost
NZL,ENG,0,0,722,won
AUS,IRE,0,0,722,won
ARG,ITA,0,0,722,won
TON,FRA,0,0,722,lost
RSA,WAL,0,0,722,won
SAM,SCO,0,0,722,lost
ROM,IRE,0,0,721,lost
NZL,SCO,0,0,721,won
SAM,ENG,0,0,721,lost
FIJ,ITA,0,0,721,lost
AUS,WAL,0,0,721,lost
RSA,FRA,0,0,721,lost
SAM,ARG,0,0,720,won
ITA,IRE,0,0,711,lost
WAL,ENG,0,0,711,lost
FRA,SCO,0,0,711,lost
IRE,FRA,0,0,710,lost
ENG,ITA,0,0,710,won
SCO,WAL,0,0,710,lost
ITA,FRA,0,0,708,lost
ENG,SCO,0,0,708,lost
WAL,IRE,0,0,708,lost
ITA,WAL,0,0,706,lost
SCO,IRE,0,0,706,lost
ENG,FRA,0,0,706,lost
SCO,ITA,0,0,705,won
FRA,WAL,0,0,705,won
IRE,ENG,0,0,705,won
SCO,RSA,0,0,693,lost
IRE,NZL,0,0,693,lost
ITA,JPN,0,0,693,won
WAL,ARG,0,0,693,lost
ENG,AUS,0,0,693,lost
SCO,RSA,0,0,692,lost
ITA,FIJ,0,0,692,lost
WAL,ARG,0,0,692,lost
FRA,ROM,0,0,692,won
IRE,NZL,0,0,692,lost
ENG,AUS,0,0,692,lost
FRA,RSA,0,0,691,won
IRE,AUS,0,0,691,lost
NZL,ARG,0,0,691,won
SAM,TON,0,0,690,won
URU,ARG,0,0,689,lost
AUS,NZL,0,0,689,lost
RSA,AUS,0,0,688,lost
RSA,NZL,0,0,687,lost
NZL,AUS,0,0,686,won
RSA,AUS,0,0,685,lost
AUS,NZL,0,0,683,lost
NZL,RSA,0,0,682,won
NZL,RSA,0,0,681,lost
AUS,RSA,0,0,680,lost
POR,ITA,0,0,676,lost
ITA,RUS,0,0,675,won
AUS,WAL,0,0,672,lost
NZL,ENG,0,0,672,won
PAC,WAL,0,0,671,lost
ARG,ENG,0,0,671,won
ROM,SCO,0,0,671,lost
AUS,ITA,0,0,671,won
RSA,IRE,0,0,671,lost
NZL,FRA,0,0,671,won
CAN,WAL,0,0,670,lost
RSA,ENG,0,0,670,lost
PAC,SCO,0,0,670,lost
ARG,ITA,0,0,670,won
NZL,FRA,0,0,670,won
AUS,IRE,0,0,670,lost
RSA,ENG,0,0,669,won
AUS,SCO,0,0,669,won
CAN,ITA,0,0,669,lost
ARG,FRA,0,0,669,lost
NZL,WAL,0,0,669,won
PAC,IRE,0,0,669,lost
FRA,ITA,0,0,659,won
SCO,ENG,0,0,659,lost
IRE,WAL,0,0,659,won
ITA,ENG,0,0,658,lost
WAL,SCO,0,0,658,lost
FRA,IRE,0,0,658,won
ITA,SCO,0,0,656,won
ENG,IRE,0,0,656,lost
WAL,FRA,0,0,656,lost
IRE,SCO,0,0,654,won
WAL,ITA,0,0,654,lost
FRA,ENG,0,0,654,lost
IRE,ITA,0,0,653,won
SCO,FRA,0,0,653,lost
ENG,WAL,0,0,653,lost
IRE,ARG,0,0,643,lost
ENG,RSA,0,0,643,lost
WAL,AUS,0,0,643,lost
IRE,ARG,0,0,642,lost
ENG,RSA,0,0,642,lost
ITA,URU,0,0,642,won
FRA,NZL,0,0,642,lost
WAL,AUS,0,0,642,lost
ITA,ARG,0,0,641,lost
SAM,RSA,0,0,641,lost
FIJ,AUS,0,0,641,lost
FRA,NZL,0,0,641,lost
AUS,RSA,0,0,640,lost
CAN,NZL,0,0,640,lost
NZL,RSA,0,0,639,won
TON,SAM,0,0,639,lost
NZL,AUS,0,0,638,lost
RSA,AUS,0,0,637,lost
RSA,NZL,0,0,636,lost
AUS,NZL,0,0,635,lost
WAL,ENG,0,0,633,lost
IRE,SCO,0,0,632,lost
FRA,ENG,0,0,632,won
NAM,RSA,0,0,631,lost
JPN,ITA,0,0,631,lost
ARG,WAL,0,0,631,lost
ENG,FRA,0,0,631,lost
ITA,IRE,0,0,630,lost
RSA,SCO,0,0,630,won
FRA,WAL,0,0,630,won
ARG,FRA,1,0,628,won
ITA,NZL,1,0,628,lost
JPN,AUS,1,0,628,lost
USA,ENG,1,0,628,lost
CAN,WAL,1,0,628,lost
SAM,RSA,1,0,628,lost
POR,SCO,1,0,628,lost
NAM,IRE,1,0,628,lost
GEO,ARG,1,0,627,lost
TON,USA,1,0,627,won
JPN,FIJ,1,0,627,lost
ROM,ITA,1,0,627,lost
RSA,ENG,1,0,627,won
POR,NZL,1,0,627,lost
AUS,WAL,1,0,627,won
GEO,IRE,1,0,627,lost
CAN,FIJ,1,0,627,lost
TON,SAM,1,0,627,won
NAM,FRA,1,0,627,lost
ROM,SCO,1,0,626,lost
POR,ITA,1,0,626,lost
JPN,WAL,1,0,626,lost
IRE,FRA,1,0,626,lost
TON,RSA,1,0,626,lost
SAM,ENG,1,0,626,lost
NAM,ARG,1,0,626,lost
FIJ,AUS,1,0,626,lost
NZL,SCO,1,0,626,won
JPN,CAN,1,0,625,lost
POR,ROM,1,0,625,lost
NAM,GEO,1,0,625,lost
SAM,USA,1,0,625,won
TON,ENG,1,0,625,lost
ROM,NZL,1,0,625,lost
CAN,AUS,1,0,625,lost
FIJ,WAL,1,0,625,won
ITA,SCO,1,0,625,lost
GEO,FRA,1,0,625,lost
ARG,IRE,1,0,625,won
USA,RSA,1,0,625,lost
ENG,AUS,1,1,624,won
FRA,NZL,1,1,624,won
FIJ,RSA,1,1,624,lost
SCO,ARG,1,1,624,lost
ENG,FRA,1,0,623,won
ARG,RSA,1,0,623,lost
ARG,FRA,1,0,622,won
ENG,RSA,1,1,622,lost
RSA,WAL,0,0,617,won
ITA,IRE,0,0,607,lost
WAL,ENG,0,0,607,won
FRA,SCO,0,0,607,won
SCO,WAL,0,0,606,lost
IRE,FRA,0,0,606,lost
ENG,ITA,0,0,606,won
ITA,WAL,0,0,604,lost
SCO,IRE,0,0,604,lost
ENG,FRA,0,0,604,won
WAL,IRE,0,0,602,won
ENG,SCO,0,0,602,lost
ITA,FRA,0,0,602,lost
SCO,ITA,0,0,601,lost
IRE,ENG,0,0,601,lost
FRA,WAL,0,0,601,lost
SCO,ARG,0,0,589,lost
WAL,RSA,0,0,589,lost
IRE,NZL,0,0,589,lost
IRE,AUS,0,0,588,lost
SCO,ARG,0,0,588,won
WAL,RSA,0,0,588,lost
ENG,NZL,0,0,588,lost
ITA,RSA,0,0,587,lost
ENG,NZL,0,0,587,lost
FRA,AUS,0,0,586,lost
ITA,ARG,0,0,586,won
FRA,AUS,0,0,585,lost
RSA,NZL,0,0,585,lost
RSA,NZL,0,0,584,won
RSA,AUS,0,0,583,lost
NZL,AUS,0,0,582,lost
AUS,NZL,0,0,581,lost
ARG,RSA,0,0,580,lost
NZL,RSA,0,0,579,won
AUS,RSA,0,0,578,won
AUS,RSA,0,0,577,lost
SAM,NZL,0,0,576,lost
NZL,AUS,0,0,575,won
AUS,NZL,0,0,568,lost
CAN,IRE,0,0,567,lost
PAC,ENG,0,0,567,lost
RSA,WAL,0,0,567,won
AUS,ITA,0,0,567,won
NZL,SCO,0,0,567,won
ARG,FRA,0,0,567,lost
CAN,WAL,0,0,566,lost
NZL,IRE,0,0,566,won
AUS,ENG,0,0,566,won
RSA,SCO,0,0,566,won
ARG,ITA,0,0,566,won
PAC,FRA,0,0,566,lost
CAN,SCO,0,0,565,lost
ARG,IRE,0,0,565,lost
NZL,WAL,0,0,565,won
RSA,ENG,0,0,565,won
PAC,ITA,0,0,565,won
AUS,FRA,0,0,565,won
NZL,ENG,0,0,564,won
AUS,WAL,0,0,564,lost
ITA,ENG,0,0,554,lost
FRA,IRE,0,0,554,lost
WAL,SCO,0,0,554,won
SCO,FRA,0,0,553,lost
ENG,WAL,0,0,553,lost
IRE,ITA,0,0,553,won
WAL,FRA,0,0,551,lost
RUS,ROM,0,0,551,won
ITA,SCO,0,0,551,lost
ENG,IRE,0,0,551,lost
ROM,GEO,0,0,549,lost
WAL,ITA,0,0,549,won
IRE,SCO,0,0,549,won
FRA,ENG,0,0,549,lost
FRA,ITA,0,0,548,won
SCO,ENG,0,0,548,lost
IRE,WAL,0,0,548,won
GEO,RUS,0,0,548,won
IRE,CAN,0,0,539,won
WAL,CAN,0,0,538,won
IRE,USA,0,0,538,won
ARG,ENG,0,0,537,lost
WAL,USA,0,0,537,won
ENG,ARG,0,0,536,lost
ITA,AUS,0,0,536,lost
FRA,NZL,0,0,536,won
LIO,RSA,0,0,535,lost
FRA,NZL,0,0,535,lost
ITA,AUS,0,0,535,lost
LIO,RSA,0,0,534,lost
ITA,NZL,0,0,534,lost
FRA,AUS,0,0,534,lost
CAN,USA,0,0,533,lost
LIO,RSA,0,0,533,won
USA,CAN,0,0,532,lost
AUS,NZL,0,0,531,lost
NZL,RSA,0,0,530,lost
NZL,RSA,0,0,529,lost
AUS,RSA,0,0,528,lost
NZL,AUS,0,0,526,won
RSA,AUS,0,0,525,won
RSA,AUS,0,0,524,lost
RSA,NZL,0,0,523,won
AUS,NZL,0,0,522,lost
AUS,NZL,0,0,516,lost
AUS,ENG,0,0,515,won
NZL,WAL,0,0,515,won
SAM,WAL,0,0,514,lost
RSA,FRA,0,0,514,lost
USA,URU,0,0,514,won
ARG,ENG,0,0,514,lost
FIJ,SCO,0,0,514,lost
NZL,ITA,0,0,514,won
AUS,IRE,0,0,514,lost
AUS,SCO,0,0,513,lost
URU,USA,0,0,513,lost
NZL,ENG,0,0,513,won
ARG,WAL,0,0,513,lost
RSA,ITA,0,0,513,won
FIJ,IRE,0,0,513,lost
SAM,FRA,0,0,513,lost
NZL,FRA,0,0,512,won
ARG,SCO,0,0,512,won
RSA,IRE,0,0,512,lost
SAM,ITA,0,0,512,lost
AUS,WAL,0,0,512,won
ITA,IRE,0,0,502,lost
WAL,ENG,0,0,502,lost
FRA,SCO,0,0,502,won
SCO,WAL,0,0,501,lost
IRE,FRA,0,0,501,lost
ENG,ITA,0,0,501,won
FRA,WAL,0,0,499,won
ROM,RUS,0,0,499,lost
SCO,ITA,0,0,499,lost
IRE,ENG,0,0,499,won
GEO,ROM,0,0,497,lost
WAL,IRE,0,0,497,lost
ENG,SCO,0,0,497,lost
ITA,FRA,0,0,497,lost
ENG,FRA,0,0,496,lost
RUS,GEO,0,0,496,lost
