team_1,team_2,cup_match,late_stage,weeks_ago,result
ITA,WAL,0,0,496,lost
SCO,IRE,0,0,496,won
FIJ,AUS,0,0,485,lost
RSA,WAL,0,0,485,won
IRE,NZL,0,0,484,lost
ENG,AUS,0,0,484,lost
SCO,ARG,0,0,484,won
FRA,RSA,0,0,484,lost
ENG,AUS,0,0,483,won
SCO,ARG,0,0,483,won
ITA,RSA,0,0,483,lost
WAL,NZL,0,0,483,lost
IRE,AUS,0,0,482,lost
FRA,ARG,0,0,482,lost
ITA,RSA,0,0,482,lost
WAL,NZL,0,0,482,lost
RSA,NZL,0,0,480,lost
RSA,NZL,0,0,479,lost
RSA,AUS,0,0,478,lost
NZL,AUS,0,0,477,won
AUS,NZL,0,0,476,lost
NZL,RSA,0,0,474,won
AUS,RSA,0,0,473,lost
AUS,RSA,0,0,472,won
NZL,AUS,0,0,471,won
AUS,NZL,0,0,464,won
AUS,WAL,0,0,463,won
NZL,ENG,0,0,463,won
RSA,IRE,0,0,463,won
NZL,SCO,0,0,462,won
ROM,URU,0,0,462,lost
RSA,WAL,0,0,462,won
AUS,ENG,0,0,462,lost
SAM,IRE,0,0,462,lost
ARG,ITA,0,0,462,won
FIJ,FRA,0,0,462,lost
FIJ,WAL,0,0,461,lost
ARG,FRA,0,0,461,lost
RSA,SCO,0,0,461,lost
SAM,ENG,0,0,461,lost
AUS,ITA,0,0,461,won
NZL,IRE,0,0,461,won
NZL,WAL,0,0,460,won
AUS,FRA,0,0,460,won
URU,ROM,0,0,460,lost
RSA,ENG,0,0,460,won
SAM,SCO,0,0,460,lost
FIJ,ITA,0,0,460,lost
ARG,IRE,0,0,460,lost
ENG,WAL,0,0,450,won
IRE,ITA,0,0,450,won
SCO,FRA,0,0,450,lost
ITA,ENG,0,0,449,lost
WAL,SCO,0,0,449,won
FRA,IRE,0,0,449,won
WAL,ITA,0,0,447,won
FRA,ENG,0,0,447,lost
IRE,SCO,0,0,447,won
FRA,ITA,0,0,445,lost
IRE,WAL,0,0,445,lost
SCO,ENG,0,0,445,lost
ITA,SCO,0,0,444,lost
ENG,IRE,0,0,444,lost
WAL,FRA,0,0,444,lost
SAM,AUS,0,0,427,won
FIJ,NZL,0,0,426,lost
RSA,AUS,0,0,426,lost
RSA,NZL,0,0,425,lost
AUS,NZL,0,0,424,lost
WAL,ENG,0,0,424,lost
IRE,SCO,0,0,424,lost
AUS,RSA,0,0,423,won
JPN,ITA,0,0,423,lost
ENG,WAL,0,0,423,lost
IRE,FRA,0,0,423,lost
NZL,RSA,0,0,422,lost
ARG,WAL,0,0,422,lost
ITA,SCO,0,0,422,lost
FRA,IRE,0,0,422,won
NZL,AUS,0,0,421,lost
ENG,IRE,0,0,421,won
TON,NZL,1,0,419,lost
ROM,SCO,1,0,419,lost
NAM,FIJ,1,0,419,lost
JPN,FRA,1,0,419,lost
ENG,ARG,1,0,419,won
ITA,AUS,1,0,419,lost
USA,IRE,1,0,419,lost
WAL,RSA,1,0,419,lost
NAM,SAM,1,0,418,lost
CAN,TON,1,0,418,won
GEO,SCO,1,0,418,lost
USA,RUS,1,0,418,won
JPN,NZL,1,0,418,lost
ROM,ARG,1,0,418,lost
FIJ,RSA,1,0,418,lost
IRE,AUS,1,0,418,won
SAM,WAL,1,0,418,lost
GEO,ENG,1,0,418,lost
CAN,FRA,1,0,418,lost
RUS,ITA,1,0,417,lost
JPN,TON,1,0,417,lost
NAM,RSA,1,0,417,lost
USA,AUS,1,0,417,lost
ROM,ENG,1,0,417,lost
FRA,NZL,1,0,417,lost
SAM,FIJ,1,0,417,won
RUS,IRE,1,0,417,lost
SCO,ARG,1,0,417,lost
NAM,WAL,1,0,416,lost
JPN,CAN,1,0,416,lost
USA,ITA,1,0,416,lost
ROM,GEO,1,0,416,lost
SAM,RSA,1,0,416,lost
RUS,AUS,1,0,416,lost
TON,FRA,1,0,416,won
SCO,ENG,1,0,416,lost
GEO,ARG,1,0,416,lost
CAN,NZL,1,0,416,lost
FIJ,WAL,1,0,416,lost
ITA,IRE,1,0,416,lost
WAL,IRE,1,1,415,won
FRA,ENG,1,1,415,won
AUS,RSA,1,1,415,won
ARG,NZL,1,1,415,lost
FRA,WAL,1,0,414,won
AUS,NZL,1,0,414,lost
AUS,WAL,1,0,413,won
FRA,NZL,1,1,413,lost
AUS,WAL,0,0,407,won
ITA,FRA,0,0,398,lost
ENG,SCO,0,0,398,won
WAL,IRE,0,0,398,won
ENG,ITA,0,0,397,won
SCO,WAL,0,0,397,lost
ITA,IRE,0,0,395,lost
WAL,ENG,0,0,395,won
FRA,SCO,0,0,395,won
IRE,FRA,0,0,394,lost
ITA,WAL,0,0,393,lost
SCO,IRE,0,0,393,lost
ENG,FRA,0,0,393,won
SCO,ITA,0,0,392,lost
FRA,WAL,0,0,392,lost
IRE,ENG,0,0,392,lost
SCO,AUS,0,0,380,won
ITA,ARG,0,0,380,lost
ENG,RSA,0,0,380,lost
IRE,NZL,0,0,380,lost
WAL,AUS,0,0,380,lost
ITA,CAN,0,0,379,won
SCO,FIJ,0,0,379,won
ENG,RSA,0,0,379,lost
FRA,ARG,0,0,379,lost
IRE,NZL,0,0,379,lost
WAL,AUS,0,0,379,lost
WAL,AUS,0,0,378,lost
SCO,SAM,0,0,378,won
ENG,RSA,0,0,378,lost
FRA,ARG,0,0,378,won
IRE,NZL,0,0,378,lost
ITA,USA,0,0,378,won
NZL,AUS,0,0,370,won
ARG,RSA,0,0,370,lost
RSA,ARG,0,0,369,lost
AUS,NZL,0,0,369,lost
RSA,AUS,0,0,367,lost
ARG,NZL,0,0,367,lost
ARG,AUS,0,0,366,lost
RSA,NZL,0,0,366,lost
AUS,RSA,0,0,364,lost
NZL,ARG,0,0,364,won
NZL,RSA,0,0,363,won
AUS,ARG,0,0,363,won
NZL,AUS,0,0,361,lost
AUS,FRA,0,0,358,lost
FIJ,ENG,0,0,358,lost
ARG,WAL,0,0,358,won
TON,ITA,0,0,358,lost
RSA,IRE,0,0,358,won
NZL,SCO,0,0,358,won
SAM,WAL,0,0,357,won
AUS,ENG,0,0,357,won
RSA,SCO,0,0,357,won
NZL,ITA,0,0,357,won
ARG,FRA,0,0,357,lost
NZL,WAL,0,0,356,won
ARG,IRE,0,0,356,lost
RSA,ENG,0,0,356,won
TON,SCO,0,0,356,won
AUS,ITA,0,0,356,won
SAM,FRA,0,0,356,lost
NZL,ENG,0,0,355,lost
AUS,WAL,0,0,355,won
IRE,WAL,0,0,346,won
SCO,ENG,0,0,346,lost
FRA,ITA,0,0,346,lost
ITA,SCO,0,0,345,lost
WAL,FRA,0,0,345,won
ENG,IRE,0,0,345,won
WAL,ITA,0,0,343,won
FRA,ENG,0,0,343,lost
IRE,SCO,0,0,343,lost
WAL,SCO,0,0,341,won
FRA,IRE,0,0,341,lost
ITA,ENG,0,0,341,lost
ENG,WAL,0,0,340,lost
IRE,ITA,0,0,340,lost
SCO,FRA,0,0,340,lost
WAL,JPN,0,0,328,won
SCO,SAM,0,0,328,lost
ENG,ARG,0,0,328,won
IRE,USA,0,0,328,won
ITA,RSA,0,0,328,lost
FRA,NZL,0,0,328,lost
WAL,JPN,0,0,327,lost
SAM,ITA,0,0,327,won
ENG,ARG,0,0,327,won
SCO,RSA,0,0,327,lost
FRA,NZL,0,0,327,lost
IRE,CAN,0,0,327,won
CAN,JPN,0,0,326,lost
LIO,AUS,0,0,326,won
SCO,ITA,0,0,326,won
GEO,ARG,0,0,326,lost
SAM,RSA,0,0,326,lost
FRA,NZL,0,0,326,lost
USA,JPN,0,0,326,lost
LIO,AUS,0,0,325,lost
LIO,AUS,0,0,324,won
NZL,AUS,0,0,318,won
ARG,RSA,0,0,318,lost
RSA,ARG,0,0,317,won
AUS,NZL,0,0,317,lost
RSA,AUS,0,0,315,won
ARG,NZL,0,0,315,lost
ARG,AUS,0,0,314,lost
RSA,NZL,0,0,314,lost
AUS,RSA,0,0,312,lost
NZL,ARG,0,0,312,won
NZL,RSA,0,0,311,won
AUS,ARG,0,0,311,won
AUS,NZL,0,0,309,lost
AUS,ENG,0,0,307,lost
NZL,JPN,0,0,307,won
NZL,FRA,0,0,306,won
AUS,ITA,0,0,306,won
ARG,ENG,0,0,306,lost
JPN,SCO,0,0,306,lost
RSA,WAL,0,0,306,won
SAM,IRE,0,0,306,lost
TON,FRA,0,0,305,lost
FIJ,ITA,0,0,305,lost
NZL,ENG,0,0,305,won
ARG,WAL,0,0,305,lost
AUS,IRE,0,0,305,won
RSA,SCO,0,0,305,won
TON,WAL,0,0,304,lost
RSA,FRA,0,0,304,won
ARG,ITA,0,0,304,won
AUS,SCO,0,0,304,won
NZL,IRE,0,0,304,won
AUS,WAL,0,0,303,won
ITA,WAL,0,0,294,lost
ENG,FRA,0,0,294,lost
SCO,IRE,0,0,293,lost
WAL,IRE,0,0,293,lost
ENG,SCO,0,0,293,won
ITA,FRA,0,0,293,lost
FRA,WAL,0,0,291,lost
SCO,ITA,0,0,291,won
IRE,ENG,0,0,291,lost
ITA,IRE,0,0,289,lost
FRA,SCO,0,0,289,won
WAL,ENG,0,0,289,lost
ENG,ITA,0,0,288,won
SCO,WAL,0,0,288,lost
IRE,FRA,0,0,288,won
FRA,AUS,0,0,276,lost
ITA,FIJ,0,0,276,lost
SCO,USA,0,0,276,won
IRE,ARG,0,0,276,won
ENG,NZL,0,0,276,lost
FRA,AUS,0,0,275,lost
ITA,SAM,0,0,275,lost
IRE,ARG,0,0,275,won
SCO,CAN,0,0,275,won
WAL,RSA,0,0,275,lost
ENG,NZL,0,0,275,lost
FRA,AUS,0,0,274,lost
ITA,JPN,0,0,274,lost
SCO,ARG,0,0,274,won
WAL,RSA,0,0,274,lost
ENG,NZL,0,0,274,lost
SCO,RSA,0,0,273,lost
NZL,AUS,0,0,266,lost
ARG,RSA,0,0,266,lost
AUS,NZL,0,0,265,lost
RSA,ARG,0,0,265,won
RSA,AUS,0,0,263,lost
ARG,NZL,0,0,263,lost
ARG,AUS,0,0,262,lost
RSA,NZL,0,0,262,lost
AUS,RSA,0,0,260,lost
NZL,ARG,0,0,260,won
NZL,RSA,0,0,259,lost
AUS,ARG,0,0,259,lost
NZL,AUS,0,0,257,won
NZL,USA,0,0,255,won
NAM,CAN,0,0,254,lost
NZL,ENG,0,0,254,won
ARG,SCO,0,0,254,lost
AUS,WAL,0,0,254,won
SAM,ITA,0,0,254,lost
TON,GEO,0,0,254,won
USA,ROM,0,0,254,won
RSA,IRE,0,0,254,lost
FIJ,FRA,0,0,254,lost
SAM,CAN,0,0,253,won
FIJ,WAL,0,0,253,lost
NZL,SCO,0,0,253,won
AUS,FRA,0,0,253,lost
RSA,ENG,0,0,253,won
ARG,ITA,0,0,253,won
JPN,ROM,0,0,253,lost
TON,USA,0,0,253,won
GEO,IRE,0,0,253,lost
FIJ,USA,0,0,252,won
SAM,ENG,0,0,252,lost
TON,SCO,0,0,252,lost
RSA,ITA,0,0,252,won
NAM,POR,0,0,252,lost
AUS,IRE,0,0,252,lost
NZL,WAL,0,0,252,won
CAN,ROM,0,0,252,lost
ARG,FRA,0,0,252,won
JPN,GEO,0,0,252,lost
AUS,ENG,0,0,251,lost
RSA,WAL,0,0,251,lost
ENG,WAL,0,0,241,won
IRE,ITA,0,0,241,won
SCO,FRA,0,0,241,lost
ITA,ENG,0,0,240,lost
FRA,IRE,0,0,240,lost
WAL,SCO,0,0,240,won
ITA,SCO,0,0,238,won
WAL,FRA,0,0,238,won
ENG,IRE,0,0,238,lost
IRE,WAL,0,0,236,lost
SCO,ENG,0,0,236,lost
FRA,ITA,0,0,236,won
WAL,ITA,0,0,235,won
IRE,SCO,0,0,235,won
FRA,ENG,0,0,235,lost
NZL,SAM,0,0,219,won
ARG,NZL,0,0,218,lost
RSA,AUS,0,0,218,lost
AUS,ARG,0,0,217,won
NZL,RSA,0,0,217,won
NZL,AUS,0,0,215,lost
ARG,RSA,0,0,215,won
IRE,WAL,0,0,215,won
RSA,ARG,0,0,214,won
SCO,IRE,0,0,214,lost
AUS,NZL,0,0,214,lost
FRA,ENG,0,0,214,lost
SCO,ITA,0,0,213,won
ENG,FRA,0,0,213,lost
WAL,IRE,0,0,212,won
ITA,SCO,0,0,212,lost
IRE,ENG,0,0,211,lost
ITA,WAL,0,0,211,lost
SCO,FRA,0,0,211,lost
AUS,USA,0,0,211,won
FIJ,ENG,1,0,209,lost
GEO,TON,1,0,209,won
JPN,RSA,1,0,209,won
CAN,IRE,1,0,209,lost
ITA,FRA,1,0,209,lost
USA,SAM,1,0,209,lost
ARG,NZL,1,0,209,lost
URU,WAL,1,0,209,lost
FIJ,AUS,1,0,208,lost
JPN,SCO,1,0,208,lost
ROM,FRA,1,0,208,lost
NAM,NZL,1,0,208,lost
GEO,ARG,1,0,208,lost
SAM,RSA,1,0,208,lost
CAN,ITA,1,0,208,lost
WAL,ENG,1,0,208,won
URU,AUS,1,0,208,lost
USA,SCO,1,0,208,lost
ROM,IRE,1,0,208,lost
NAM,TON,1,0,207,lost
FIJ,WAL,1,0,207,lost
CAN,FRA,1,0,207,lost
GEO,NZL,1,0,207,lost
SCO,RSA,1,0,207,lost
JPN,SAM,1,0,207,won
AUS,ENG,1,0,207,won
ITA,IRE,1,0,207,lost
TON,ARG,1,0,207,lost
ROM,CAN,1,0,206,won
URU,FIJ,1,0,206,lost
USA,RSA,1,0,206,lost
GEO,NAM,1,0,206,won
TON,NZL,1,0,206,lost
WAL,AUS,1,0,206,lost
SAM,SCO,1,0,206,lost
URU,ENG,1,0,206,lost
NAM,ARG,1,0,206,lost
IRE,FRA,1,0,206,won
ROM,ITA,1,0,206,lost
JPN,USA,1,0,206,won
WAL,RSA,1,1,205,lost
FRA,NZL,1,1,205,lost
ARG,IRE,1,1,205,won
SCO,AUS,1,1,205,lost
RSA,NZL,1,0,204,lost
ARG,AUS,1,0,204,lost
ARG,RSA,1,0,203,lost
AUS,NZL,1,1,203,lost
ITA,FRA,0,0,189,lost
ENG,SCO,0,0,189,won
WAL,IRE,0,0,189,lost
IRE,FRA,0,0,188,lost
SCO,WAL,0,0,188,lost
ENG,ITA,0,0,188,won
FRA,WAL,0,0,186,lost
SCO,ITA,0,0,186,won
IRE,ENG,0,0,186,lost
ITA,IRE,0,0,184,lost
WAL,ENG,0,0,184,lost
FRA,SCO,0,0,184,lost
ITA,WAL,0,0,183,lost
SCO,IRE,0,0,183,lost
ENG,FRA,0,0,183,won
WAL,ENG,0,0,173,lost
ENG,AUS,0,0,171,won
ITA,ARG,0,0,171,lost
IRE,RSA,0,0,171,won
WAL,NZL,0,0,171,lost
ENG,AUS,0,0,170,won
ITA,USA,0,0,170,won
IRE,RSA,0,0,170,lost
SCO,JPN,0,0,170,won
WAL,NZL,0,0,170,lost
FRA,ARG,0,0,170,lost
ENG,AUS,0,0,169,won
FRA,ARG,0,0,169,won
IRE,RSA,0,0,169,lost
SCO,JPN,0,0,169,won
WAL,NZL,0,0,169,lost
ITA,CAN,0,0,169,won
ARG,RSA,0,0,161,lost
NZL,AUS,0,0,161,won
RSA,ARG,0,0,160,lost
AUS,NZL,0,0,160,lost
RSA,AUS,0,0,158,lost
ARG,NZL,0,0,158,lost
ARG,AUS,0,0,157,lost
RSA,NZL,0,0,157,lost
AUS,RSA,0,0,155,lost
NZL,ARG,0,0,155,won
NZL,RSA,0,0,154,won
AUS,ARG,0,0,154,won
AUS,NZL,0,0,152,lost
IRE,NZL,0,0,150,won
AUS,WAL,0,0,150,won
ARG,JPN,0,0,150,won
NZL,ITA,0,0,149,won
AUS,SCO,0,0,149,won
SAM,FRA,0,0,149,lost
RSA,ENG,0,0,149,lost
CAN,IRE,0,0,149,lost
ARG,WAL,0,0,149,lost
NZL,IRE,0,0,148,won
AUS,FRA,0,0,148,won
ARG,SCO,0,0,148,lost
RSA,ITA,0,0,148,lost
JPN,WAL,0,0,148,lost
FIJ,ENG,0,0,148,lost
TON,ITA,0,0,147,won
ARG,ENG,0,0,147,lost
GEO,SCO,0,0,147,lost
AUS,IRE,0,0,147,lost
RSA,WAL,0,0,147,lost
NZL,FRA,0,0,147,won
AUS,ENG,0,0,146,lost
IRE,SCO,0,0,137,lost
FRA,ENG,0,0,137,lost
WAL,ITA,0,0,137,won
IRE,ITA,0,0,136,won
ENG,WAL,0,0,136,won
SCO,FRA,0,0,136,lost
WAL,SCO,0,0,134,lost
FRA,IRE,0,0,134,lost
ITA,ENG,0,0,134,lost
IRE,WAL,0,0,132,lost
FRA,ITA,0,0,132,won
SCO,ENG,0,0,132,lost
ITA,SCO,0,0,131,lost
WAL,FRA,0,0,131,lost
ENG,IRE,0,0,131,lost
ROM,JPN,0,0,119,lost
FIJ,AUS,0,0,119,lost
GEO,CAN,0,0,119,won
IRE,USA,0,0,119,won
ENG,ARG,0,0,119,won
FRA,RSA,0,0,119,lost
SCO,ITA,0,0,119,won
WAL,TON,0,0,118,won
SAM,NZL,0,0,118,lost
IRE,JPN,0,0,118,won
ITA,FIJ,0,0,118,lost
SCO,AUS,0,0,118,won
ROM,CAN,0,0,118,won
ENG,ARG,0,0,118,won
FRA,RSA,0,0,118,lost
GEO,USA,0,0,118,won
WAL,SAM,0,0,117,won
SCO,FIJ,0,0,117,lost
IRE,JPN,0,0,117,won
ITA,AUS,0,0,117,lost
GEO,ARG,0,0,117,lost
FRA,RSA,0,0,117,lost
LIO,NZL,0,0,117,lost
LIO,NZL,0,0,116,won
LIO,NZL,0,0,115,lost
ARG,RSA,0,0,109,lost
NZL,AUS,0,0,109,won
RSA,ARG,0,0,108,won
AUS,NZL,0,0,108,lost
RSA,AUS,0,0,106,lost
ARG,NZL,0,0,106,lost
RSA,NZL,0,0,105,lost
ARG,AUS,0,0,105,lost
AUS,RSA,0,0,103,lost
NZL,ARG,0,0,103,won
NZL,RSA,0,0,102,won
AUS,ARG,0,0,102,won
NZL,AUS,0,0,100,lost
AUS,JPN,0,0,98,won
CAN,GEO,0,0,97,lost
SAM,SCO,0,0,97,lost
FIJ,ITA,0,0,97,lost
ARG,ENG,0,0,97,lost
AUS,WAL,0,0,97,won
RSA,IRE,0,0,97,lost
NZL,FRA,0,0,97,won
GEO,WAL,0,0,96,lost
SAM,ROM,0,0,96,lost
ARG,ITA,0,0,96,won
AUS,ENG,0,0,96,lost
URU,NAM,0,0,96,won
TON,JPN,0,0,96,lost
NZL,SCO,0,0,96,won
FIJ,IRE,0,0,96,lost
RSA,FRA,0,0,96,won
FIJ,CAN,0,0,95,won
RSA,ITA,0,0,95,won
TON,ROM,0,0,95,won
AUS,SCO,0,0,95,lost
SAM,ENG,0,0,95,lost
URU,NAM,0,0,95,won
NZL,WAL,0,0,95,won
ARG,IRE,0,0,95,lost
USA,GEO,0,0,95,lost
JPN,FRA,0,0,95,lost
RSA,WAL,0,0,94,lost
SCO,WAL,0,0,85,lost
IRE,FRA,0,0,85,won
ENG,ITA,0,0,85,won
ITA,IRE,0,0,84,lost
WAL,ENG,0,0,84,lost
FRA,SCO,0,0,84,lost
ITA,FRA,0,0,82,lost
WAL,IRE,0,0,82,lost
ENG,SCO,0,0,82,lost
SCO,IRE,0,0,80,lost
ENG,FRA,0,0,80,lost
ITA,WAL,0,0,80,lost
SCO,ITA,0,0,79,won
IRE,ENG,0,0,79,won
FRA,WAL,0,0,79,lost
WAL,RSA,0,0,68,won
IRE,AUS,0,0,67,lost
WAL,ARG,0,0,67,won
ITA,JPN,0,0,67,lost
SCO,CAN,0,0,67,won
ENG,RSA,0,0,67,lost
FRA,NZL,0,0,67,lost
IRE,AUS,0,0,66,won
WAL,ARG,0,0,66,won
ITA,JPN,0,0,66,won
SCO,USA,0,0,66,lost
ENG,RSA,0,0,66,lost
FRA,NZL,0,0,66,lost
IRE,AUS,0,0,65,won
SCO,ARG,0,0,65,won
GEO,JPN,0,0,65,lost
TON,FIJ,0,0,65,won
ENG,RSA,0,0,65,won
FRA,NZL,0,0,65,lost
ARG,RSA,0,0,57,lost
NZL,AUS,0,0,57,won
RSA,ARG,0,0,56,lost
AUS,NZL,0,0,56,lost
RSA,AUS,0,0,54,lost
ARG,NZL,0,0,54,lost
ARG,AUS,0,0,53,won
RSA,NZL,0,0,53,won
NZL,ARG,0,0,51,won
AUS,RSA,0,0,51,lost
NZL,RSA,0,0,50,won
AUS,ARG,0,0,50,won
AUS,NZL,0,0,47,lost
NZL,JPN,0,0,46,won
RSA,ENG,0,0,46,lost
SCO,WAL,0,0,46,lost
ITA,IRE,0,0,46,lost
NZL,ENG,0,0,45,won
RSA,FRA,0,0,45,won
GEO,ITA,0,0,45,lost
FIJ,SCO,0,0,45,lost
AUS,WAL,0,0,45,lost
ARG,IRE,0,0,45,lost
ARG,FRA,0,0,44,lost
AUS,ITA,0,0,44,won
JPN,ENG,0,0,44,lost
RSA,SCO,0,0,44,won
TON,WAL,0,0,44,lost
NZL,IRE,0,0,44,lost
NZL,ITA,0,0,43,won
FIJ,FRA,0,0,43,won
AUS,ENG,0,0,43,lost
ARG,SCO,0,0,43,lost
RSA,WAL,0,0,43,lost
USA,IRE,0,0,43,lost
WAL,FRA,0,0,33,won
ITA,SCO,0,0,33,lost
ENG,IRE,0,0,33,won
IRE,SCO,0,0,32,won
WAL,ITA,0,0,32,won
FRA,ENG,0,0,32,lost
SCO,FRA,0,0,30,lost
ENG,WAL,0,0,30,lost
IRE,ITA,0,0,30,won
WAL,SCO,0,0,28,won
ITA,ENG,0,0,28,lost
FRA,IRE,0,0,28,lost
FRA,ITA,0,0,27,won
IRE,WAL,0,0,27,lost
SCO,ENG,0,0,27,lost
AUS,RSA,0,0,9,lost
NZL,ARG,0,0,9,won
ARG,AUS,0,0,8,lost
RSA,NZL,0,0,8,lost
RSA,ARG,0,0,6,won
ITA,IRE,0,0,6,lost
NZL,AUS,0,0,6,lost
WAL,ENG,0,0,6,lost
ARG,RSA,0,0,5,lost
ENG,WAL,0,0,5,lost
RUS,ITA,0,0,5,lost
AUS,NZL,0,0,5,lost
SCO,FRA,0,0,5,lost
FRA,SCO,0,0,4,lost
IRE,ENG,0,0,4,lost
ITA,FRA,0,0,3,lost
IRE,WAL,0,0,3,won
SCO,GEO,0,0,3,won
RSA,JPN,0,0,2,won
GEO,SCO,0,0,2,lost
ITA,ENG,0,0,2,lost
SAM,AUS,0,0,2,lost
WAL,IRE,0,0,2,lost
TON,NZL,0,0,2,lost
